0          References for Cross Section of 34SO3        
Sander 2011
0 Branching ratio for 34SO3      Total        1 branches
Lambda Total 34SO2/O 
3820  0.00E+00  0.00E+00
3820.5  0.00E+00  0.00E+00
3821  0.00E+00  0.00E+00
3821.5  0.00E+00  0.00E+00
3822  0.00E+00  0.00E+00
3822.5  0.00E+00  0.00E+00
3823  0.00E+00  0.00E+00
3823.5  0.00E+00  0.00E+00
3824  0.00E+00  0.00E+00
3824.5  0.00E+00  0.00E+00
3825  0.00E+00  0.00E+00
3825.5  0.00E+00  0.00E+00
3826  0.00E+00  0.00E+00
3826.5  0.00E+00  0.00E+00
3827  0.00E+00  0.00E+00
3827.5  0.00E+00  0.00E+00
3828  0.00E+00  0.00E+00
3828.5  0.00E+00  0.00E+00
3829  0.00E+00  0.00E+00
3829.5  0.00E+00  0.00E+00
3830  0.00E+00  0.00E+00
3830.5  0.00E+00  0.00E+00
3831  0.00E+00  0.00E+00
3831.5  0.00E+00  0.00E+00
3832  0.00E+00  0.00E+00
3832.5  0.00E+00  0.00E+00
3833  0.00E+00  0.00E+00
3833.5  0.00E+00  0.00E+00
3834  0.00E+00  0.00E+00
3834.5  0.00E+00  0.00E+00
3835  0.00E+00  0.00E+00
3835.5  0.00E+00  0.00E+00
3836  0.00E+00  0.00E+00
3836.5  0.00E+00  0.00E+00
3837  0.00E+00  0.00E+00
3837.5  0.00E+00  0.00E+00
3838  0.00E+00  0.00E+00
3838.5  0.00E+00  0.00E+00
3839  0.00E+00  0.00E+00
3839.5  0.00E+00  0.00E+00
3840  0.00E+00  0.00E+00
3840.5  0.00E+00  0.00E+00
3841  0.00E+00  0.00E+00
3841.5  0.00E+00  0.00E+00
3842  0.00E+00  0.00E+00
3842.5  0.00E+00  0.00E+00
3843  0.00E+00  0.00E+00
3843.5  0.00E+00  0.00E+00
3844  0.00E+00  0.00E+00
3844.5  0.00E+00  0.00E+00
3845  0.00E+00  0.00E+00
3845.5  0.00E+00  0.00E+00
3846  0.00E+00  0.00E+00
3846.5  0.00E+00  0.00E+00
3847  0.00E+00  0.00E+00
3847.5  0.00E+00  0.00E+00
3848  0.00E+00  0.00E+00
3848.5  0.00E+00  0.00E+00
3849  0.00E+00  0.00E+00
3849.5  0.00E+00  0.00E+00
3850  0.00E+00  0.00E+00
3850.5  0.00E+00  0.00E+00
3851  0.00E+00  0.00E+00
3851.5  0.00E+00  0.00E+00
3852  0.00E+00  0.00E+00
3852.5  0.00E+00  0.00E+00
3853  0.00E+00  0.00E+00
3853.5  0.00E+00  0.00E+00
3854  0.00E+00  0.00E+00
3854.5  0.00E+00  0.00E+00
3855  0.00E+00  0.00E+00
3855.5  0.00E+00  0.00E+00
3856  0.00E+00  0.00E+00
3856.5  0.00E+00  0.00E+00
3857  0.00E+00  0.00E+00
3857.5  0.00E+00  0.00E+00
3858  0.00E+00  0.00E+00
3858.5  0.00E+00  0.00E+00
3859  0.00E+00  0.00E+00
3859.5  0.00E+00  0.00E+00
3860  0.00E+00  0.00E+00
3860.5  0.00E+00  0.00E+00
3861  0.00E+00  0.00E+00
3861.5  0.00E+00  0.00E+00
3862  0.00E+00  0.00E+00
3862.5  0.00E+00  0.00E+00
3863  0.00E+00  0.00E+00
3863.5  0.00E+00  0.00E+00
3864  0.00E+00  0.00E+00
3864.5  0.00E+00  0.00E+00
3865  0.00E+00  0.00E+00
3865.5  0.00E+00  0.00E+00
3866  0.00E+00  0.00E+00
3866.5  0.00E+00  0.00E+00
3867  0.00E+00  0.00E+00
3867.5  0.00E+00  0.00E+00
3868  0.00E+00  0.00E+00
3868.5  0.00E+00  0.00E+00
3869  0.00E+00  0.00E+00
3869.5  0.00E+00  0.00E+00
3870  0.00E+00  0.00E+00
3870.5  0.00E+00  0.00E+00
3871  0.00E+00  0.00E+00
3871.5  0.00E+00  0.00E+00
3872  0.00E+00  0.00E+00
3872.5  0.00E+00  0.00E+00
3873  0.00E+00  0.00E+00
3873.5  0.00E+00  0.00E+00
3874  0.00E+00  0.00E+00
3874.5  0.00E+00  0.00E+00
3875  0.00E+00  0.00E+00
3875.5  0.00E+00  0.00E+00
3876  0.00E+00  0.00E+00
3876.5  0.00E+00  0.00E+00
3877  0.00E+00  0.00E+00
3877.5  0.00E+00  0.00E+00
3878  0.00E+00  0.00E+00
3878.5  0.00E+00  0.00E+00
3879  0.00E+00  0.00E+00
3879.5  0.00E+00  0.00E+00
3880  0.00E+00  0.00E+00
3880.5  0.00E+00  0.00E+00
3881  0.00E+00  0.00E+00
3881.5  0.00E+00  0.00E+00
3882  0.00E+00  0.00E+00
3882.5  0.00E+00  0.00E+00
3883  0.00E+00  0.00E+00
3883.5  0.00E+00  0.00E+00
3884  0.00E+00  0.00E+00
3884.5  0.00E+00  0.00E+00
3885  0.00E+00  0.00E+00
3885.5  0.00E+00  0.00E+00
3886  0.00E+00  0.00E+00
3886.5  0.00E+00  0.00E+00
3887  0.00E+00  0.00E+00
3887.5  0.00E+00  0.00E+00
3888  0.00E+00  0.00E+00
3888.5  0.00E+00  0.00E+00
3889  0.00E+00  0.00E+00
3889.5  0.00E+00  0.00E+00
3890  0.00E+00  0.00E+00
3890.5  0.00E+00  0.00E+00
3891  0.00E+00  0.00E+00
3891.5  0.00E+00  0.00E+00
3892  0.00E+00  0.00E+00
3892.5  0.00E+00  0.00E+00
3893  0.00E+00  0.00E+00
3893.5  0.00E+00  0.00E+00
3894  0.00E+00  0.00E+00
3894.5  0.00E+00  0.00E+00
3895  0.00E+00  0.00E+00
3895.5  0.00E+00  0.00E+00
3896  0.00E+00  0.00E+00
3896.5  0.00E+00  0.00E+00
3897  0.00E+00  0.00E+00
3897.5  0.00E+00  0.00E+00
3898  0.00E+00  0.00E+00
3898.5  0.00E+00  0.00E+00
3899  0.00E+00  0.00E+00
3899.5  0.00E+00  0.00E+00
3900  0.00E+00  0.00E+00
3900.5  0.00E+00  0.00E+00
3901  0.00E+00  0.00E+00
3901.5  0.00E+00  0.00E+00
3902  0.00E+00  0.00E+00
3902.5  0.00E+00  0.00E+00
3903  0.00E+00  0.00E+00
3903.5  0.00E+00  0.00E+00
3904  0.00E+00  0.00E+00
3904.5  0.00E+00  0.00E+00
3905  0.00E+00  0.00E+00
3905.5  0.00E+00  0.00E+00
3906  0.00E+00  0.00E+00
3906.5  0.00E+00  0.00E+00
3907  0.00E+00  0.00E+00
3907.5  0.00E+00  0.00E+00
3908  0.00E+00  0.00E+00
3908.5  0.00E+00  0.00E+00
3909  0.00E+00  0.00E+00
3909.5  0.00E+00  0.00E+00
3910  0.00E+00  0.00E+00
3910.5  0.00E+00  0.00E+00
3911  0.00E+00  0.00E+00
3911.5  0.00E+00  0.00E+00
3912  0.00E+00  0.00E+00
3912.5  0.00E+00  0.00E+00
3913  0.00E+00  0.00E+00
3913.5  0.00E+00  0.00E+00
3914  0.00E+00  0.00E+00
3914.5  0.00E+00  0.00E+00
3915  0.00E+00  0.00E+00
3915.5  0.00E+00  0.00E+00
3916  0.00E+00  0.00E+00
3916.5  0.00E+00  0.00E+00
3917  0.00E+00  0.00E+00
3917.5  0.00E+00  0.00E+00
3918  0.00E+00  0.00E+00
3918.5  0.00E+00  0.00E+00
3919  0.00E+00  0.00E+00
3919.5  0.00E+00  0.00E+00
3920  0.00E+00  0.00E+00
3920.5  0.00E+00  0.00E+00
3921  0.00E+00  0.00E+00
3921.5  0.00E+00  0.00E+00
3922  0.00E+00  0.00E+00
3922.5  0.00E+00  0.00E+00
3923  0.00E+00  0.00E+00
3923.5  0.00E+00  0.00E+00
3924  0.00E+00  0.00E+00
3924.5  0.00E+00  0.00E+00
3925  0.00E+00  0.00E+00
3925.5  0.00E+00  0.00E+00
3926  0.00E+00  0.00E+00
3926.5  0.00E+00  0.00E+00
3927  0.00E+00  0.00E+00
3927.5  0.00E+00  0.00E+00
3928  0.00E+00  0.00E+00
3928.5  0.00E+00  0.00E+00
3929  0.00E+00  0.00E+00
3929.5  0.00E+00  0.00E+00
3930  0.00E+00  0.00E+00
3930.5  0.00E+00  0.00E+00
3931  0.00E+00  0.00E+00
3931.5  0.00E+00  0.00E+00
3932  0.00E+00  0.00E+00
3932.5  0.00E+00  0.00E+00
3933  0.00E+00  0.00E+00
3933.5  0.00E+00  0.00E+00
3934  0.00E+00  0.00E+00
3934.5  0.00E+00  0.00E+00
3935  0.00E+00  0.00E+00
3935.5  0.00E+00  0.00E+00
3936  0.00E+00  0.00E+00
3936.5  0.00E+00  0.00E+00
3937  0.00E+00  0.00E+00
3937.5  0.00E+00  0.00E+00
3938  0.00E+00  0.00E+00
3938.5  0.00E+00  0.00E+00
3939  0.00E+00  0.00E+00
3939.5  0.00E+00  0.00E+00
3940  0.00E+00  0.00E+00
3940.5  0.00E+00  0.00E+00
3941  0.00E+00  0.00E+00
3941.5  0.00E+00  0.00E+00
3942  0.00E+00  0.00E+00
3942.5  0.00E+00  0.00E+00
3943  0.00E+00  0.00E+00
3943.5  0.00E+00  0.00E+00
3944  0.00E+00  0.00E+00
3944.5  0.00E+00  0.00E+00
3945  0.00E+00  0.00E+00
3945.5  0.00E+00  0.00E+00
3946  0.00E+00  0.00E+00
3946.5  0.00E+00  0.00E+00
3947  0.00E+00  0.00E+00
3947.5  0.00E+00  0.00E+00
3948  0.00E+00  0.00E+00
3948.5  0.00E+00  0.00E+00
3949  0.00E+00  0.00E+00
3949.5  0.00E+00  0.00E+00
3950  0.00E+00  0.00E+00
3950.5  0.00E+00  0.00E+00
3951  0.00E+00  0.00E+00
3951.5  0.00E+00  0.00E+00
3952  0.00E+00  0.00E+00
3952.5  0.00E+00  0.00E+00
3953  0.00E+00  0.00E+00
3953.5  0.00E+00  0.00E+00
3954  0.00E+00  0.00E+00
3954.5  0.00E+00  0.00E+00
3955  0.00E+00  0.00E+00
3955.5  0.00E+00  0.00E+00
3956  0.00E+00  0.00E+00
3956.5  0.00E+00  0.00E+00
3957  0.00E+00  0.00E+00
3957.5  0.00E+00  0.00E+00
3958  0.00E+00  0.00E+00
3958.5  0.00E+00  0.00E+00
3959  0.00E+00  0.00E+00
3959.5  0.00E+00  0.00E+00
3960  0.00E+00  0.00E+00
3960.5  0.00E+00  0.00E+00
3961  0.00E+00  0.00E+00
3961.5  0.00E+00  0.00E+00
3962  0.00E+00  0.00E+00
3962.5  0.00E+00  0.00E+00
3963  0.00E+00  0.00E+00
3963.5  0.00E+00  0.00E+00
3964  0.00E+00  0.00E+00
3964.5  0.00E+00  0.00E+00
3965  0.00E+00  0.00E+00
3965.5  0.00E+00  0.00E+00
3966  0.00E+00  0.00E+00
3966.5  0.00E+00  0.00E+00
3967  0.00E+00  0.00E+00
3967.5  0.00E+00  0.00E+00
3968  0.00E+00  0.00E+00
3968.5  0.00E+00  0.00E+00
3969  0.00E+00  0.00E+00
3969.5  0.00E+00  0.00E+00
3970  0.00E+00  0.00E+00
3970.5  0.00E+00  0.00E+00
3971  0.00E+00  0.00E+00
3971.5  0.00E+00  0.00E+00
3972  0.00E+00  0.00E+00
3972.5  0.00E+00  0.00E+00
3973  0.00E+00  0.00E+00
3973.5  0.00E+00  0.00E+00
3974  0.00E+00  0.00E+00
3974.5  0.00E+00  0.00E+00
3975  0.00E+00  0.00E+00
3975.5  0.00E+00  0.00E+00
3976  0.00E+00  0.00E+00
3976.5  0.00E+00  0.00E+00
3977  0.00E+00  0.00E+00
3977.5  0.00E+00  0.00E+00
3978  0.00E+00  0.00E+00
3978.5  0.00E+00  0.00E+00
3979  0.00E+00  0.00E+00
3979.5  0.00E+00  0.00E+00
3980  0.00E+00  0.00E+00
3980.5  0.00E+00  0.00E+00
3981  0.00E+00  0.00E+00
3981.5  0.00E+00  0.00E+00
3982  0.00E+00  0.00E+00
3982.5  0.00E+00  0.00E+00
3983  0.00E+00  0.00E+00
3983.5  0.00E+00  0.00E+00
3984  0.00E+00  0.00E+00
3984.5  0.00E+00  0.00E+00
3985  0.00E+00  0.00E+00
3985.5  0.00E+00  0.00E+00
3986  0.00E+00  0.00E+00
3986.5  0.00E+00  0.00E+00
3987  0.00E+00  0.00E+00
3987.5  0.00E+00  0.00E+00
3988  0.00E+00  0.00E+00
3988.5  0.00E+00  0.00E+00
3989  0.00E+00  0.00E+00
3989.5  0.00E+00  0.00E+00
3990  0.00E+00  0.00E+00
3990.5  0.00E+00  0.00E+00
3991  0.00E+00  0.00E+00
3991.5  0.00E+00  0.00E+00
3992  0.00E+00  0.00E+00
3992.5  0.00E+00  0.00E+00
3993  0.00E+00  0.00E+00
3993.5  0.00E+00  0.00E+00
3994  0.00E+00  0.00E+00
3994.5  0.00E+00  0.00E+00
3995  0.00E+00  0.00E+00
3995.5  0.00E+00  0.00E+00
3996  0.00E+00  0.00E+00
3996.5  0.00E+00  0.00E+00
3997  0.00E+00  0.00E+00
3997.5  0.00E+00  0.00E+00
3998  0.00E+00  0.00E+00
3998.5  0.00E+00  0.00E+00
3999  0.00E+00  0.00E+00
3999.5  0.00E+00  0.00E+00
4000  0.00E+00  0.00E+00
